shipment_id,order_id,warehouse_id,carrier,shipment_date,delivery_date,shipping_status,shipping_cost
SHP00025743,ORD00027183,WH001,XpressBees,2025-09-03 15:08:37,2025-09-04 15:08:37,DELIVERED,776.76
SHP00025744,ORD00027184,WH004,XpressBees,2025-06-29 14:55:41,2025-07-09 14:55:41,DELIVERED,1353.31
SHP00025745,ORD00027185,WH010,DHL,2025-11-05 18:04:07,2025-11-06 18:04:07,DELIVERED,113.82
SHP00025746,ORD00027186,WH008,Ecom Express,2025-07-16 13:10:50,2025-07-24 13:10:50,DELIVERED,1163.82
SHP00025747,ORD00027187,WH001,DHL,2026-03-08 14:24:02,,CANCELLED,450.08
SHP00025748,ORD00027188,WH007,XpressBees,2025-08-07 02:20:02,2025-08-17 02:20:02,DELIVERED,790.6
SHP00025749,ORD00027189,WH003,Delhivery,2025-02-19 08:22:01,,CANCELLED,146.08
SHP00025750,ORD00027190,WH007,Delhivery,2025-01-30 06:35:49,,IN_TRANSIT,1435.68
SHP00025751,ORD00027191,WH005,Delhivery,2025-04-26 14:32:48,2025-05-03 14:32:48,DELIVERED,359.51
SHP00025752,ORD00027192,WH010,Delhivery,2025-03-31 23:57:35,2025-04-01 23:57:35,DELAYED,305.76
SHP00025753,ORD00027193,WH004,Ecom Express,2026-07-12 01:04:26,2026-07-22 01:04:26,DELIVERED,859.14
SHP00025754,ORD00027194,WH004,FedEx,2026-01-05 10:28:10,2026-01-14 10:28:10,DELAYED,589.87
SHP00025755,ORD00027195,WH002,DTDC,2025-04-12 13:01:48,2025-04-14 13:01:48,DELAYED,1042.49
SHP00025756,ORD00027196,WH005,XpressBees,2025-06-15 20:41:07,,IN_TRANSIT,267.3
SHP00025757,ORD00027197,WH004,Ecom Express,2026-03-17 11:27:09,2026-03-21 11:27:09,DELIVERED,1195.35
SHP00025758,ORD00027199,WH009,FedEx,2025-01-04 15:04:09,2025-01-08 15:04:09,DELIVERED,74.21
SHP00025759,ORD00027200,WH006,XpressBees,2025-04-11 17:38:05,2025-04-17 17:38:05,DELIVERED,1007.78
SHP00025760,ORD00027201,WH003,Ecom Express,2026-02-16 07:22:34,2026-02-19 07:22:34,DELIVERED,1075.95
SHP00025761,ORD00027202,WH005,DTDC,2025-07-27 07:38:28,,IN_TRANSIT,856.68
SHP00025762,ORD00027203,WH009,Delhivery,2025-09-19 21:59:49,2025-09-24 21:59:49,DELIVERED,1481.43
SHP00025763,ORD00027204,WH002,DTDC,2026-07-26 11:09:31,2026-07-28 11:09:31,DELIVERED,1140.64
SHP00025764,ORD00027205,WH008,Ecom Express,2026-02-01 21:40:00,2026-02-06 21:40:00,DELIVERED,561.2
SHP00025765,ORD00027206,WH009,XpressBees,2026-07-15 11:40:08,2026-07-25 11:40:08,DELIVERED,574.8
SHP00025766,ORD00027207,WH009,Ecom Express,2025-04-13 03:10:16,2025-04-20 03:10:16,DELIVERED,444.77
SHP00025767,ORD00027208,WH009,DTDC,2026-01-12 16:49:05,,IN_TRANSIT,1090.44
SHP00025768,ORD00027209,WH001,Delhivery,2025-09-18 20:40:43,2025-09-23 20:40:43,DELIVERED,1165.56
SHP00025769,ORD00027210,WH003,Ecom Express,2026-04-09 00:33:40,,IN_TRANSIT,1070.95
SHP00025770,ORD00027211,WH009,DTDC,2025-05-13 11:55:44,2025-05-21 11:55:44,DELIVERED,528.28
SHP00025771,ORD00027212,WH004,Ecom Express,2025-07-09 02:16:59,2025-07-12 02:16:59,DELIVERED,392.33
SHP00025772,ORD00027213,WH001,Delhivery,2025-08-09 18:37:41,,IN_TRANSIT,756.4
SHP00025773,ORD00027215,WH005,Ecom Express,2026-03-26 08:02:39,,CANCELLED,97.93
SHP00025774,ORD00027216,WH007,Delhivery,2026-06-04 01:29:07,2026-06-09 01:29:07,DELIVERED,261.86
SHP00025775,ORD00027217,WH007,DHL,2025-06-01 16:52:45,2025-06-11 16:52:45,DELIVERED,549.61
SHP00025776,ORD00027218,WH001,DHL,2026-02-01 23:23:29,2026-02-08 23:23:29,DELIVERED,1264.42
SHP00025777,ORD00027219,WH001,XpressBees,2025-12-15 05:27:27,2025-12-22 05:27:27,DELIVERED,756.04
SHP00025778,ORD00027220,WH004,Delhivery,2025-03-11 18:48:01,2025-03-20 18:48:01,DELIVERED,532.68
SHP00025779,ORD00027221,WH006,Ecom Express,2026-04-16 13:12:48,,CANCELLED,346.69
SHP00025780,ORD00027222,WH006,DTDC,2026-02-17 00:40:29,2026-02-24 00:40:29,DELIVERED,1427.71
SHP00025781,ORD00027223,WH004,DTDC,2025-01-10 17:08:01,2025-01-15 17:08:01,DELIVERED,797.2
SHP00025782,ORD00027224,WH003,DHL,2025-09-14 07:23:12,,IN_TRANSIT,1496.58
SHP00025783,ORD00027225,WH001,FedEx,2025-04-25 14:10:16,2025-04-28 14:10:16,DELAYED,939.83
SHP00025784,ORD00027226,WH007,DTDC,2026-06-06 14:06:21,2026-06-16 14:06:21,DELIVERED,1409.6
SHP00025785,ORD00027227,WH005,XpressBees,2025-08-27 06:01:57,2025-09-05 06:01:57,DELIVERED,1309.44
SHP00025786,ORD00027228,WH001,Delhivery,2025-09-22 18:43:06,2025-09-23 18:43:06,DELIVERED,81.64
SHP00025787,ORD00027229,WH007,Ecom Express,2025-10-09 11:44:30,2025-10-18 11:44:30,DELIVERED,337.5
SHP00025788,ORD00027230,WH010,DHL,2025-09-21 17:06:01,,IN_TRANSIT,1190.73
SHP00025789,ORD00027231,WH005,Ecom Express,2026-03-27 09:16:01,,IN_TRANSIT,158.9
SHP00025790,ORD00027232,WH007,BlueDart,2026-02-15 06:53:38,2026-02-19 06:53:38,DELIVERED,361.61
SHP00025791,ORD00027233,WH006,FedEx,2025-12-10 10:50:47,,IN_TRANSIT,1403.17
SHP00025792,ORD00027234,WH010,XpressBees,2025-03-01 03:12:10,,IN_TRANSIT,1389.29
SHP00025793,ORD00027235,WH002,BlueDart,2026-04-27 11:51:41,2026-05-02 11:51:41,DELAYED,802.26
SHP00025794,ORD00027236,WH010,Delhivery,2025-05-18 19:55:38,2025-05-23 19:55:38,DELIVERED,486.5
SHP00025795,ORD00027237,WH002,Delhivery,2025-09-18 01:50:05,2025-09-27 01:50:05,DELIVERED,225.64
SHP00025796,ORD00027238,WH007,FedEx,2025-02-03 06:45:23,2025-02-08 06:45:23,DELIVERED,960.06
SHP00025797,ORD00027239,WH009,DTDC,2026-04-23 16:20:16,2026-04-29 16:20:16,DELAYED,1203.55
SHP00025798,ORD00027240,WH010,Ecom Express,2026-01-30 15:26:35,2026-02-08 15:26:35,DELIVERED,1308.98
SHP00025799,ORD00027241,WH009,FedEx,2026-05-09 15:01:12,2026-05-11 15:01:12,DELIVERED,917.56
SHP00025800,ORD00027242,WH003,DTDC,2025-05-09 09:43:07,,DELIVERED,330.03
SHP00025801,ORD00027243,WH004,Delhivery,2025-07-17 18:19:47,2025-07-19 18:19:47,DELIVERED,608.43
SHP00025802,ORD00027245,WH001,FedEx,2026-01-12 04:12:54,,IN_TRANSIT,461.28
SHP00025803,ORD00027246,WH002,XpressBees,2026-04-14 14:50:27,,IN_TRANSIT,476.19
SHP00025804,ORD00027247,WH009,XpressBees,2025-08-11 20:31:34,,IN_TRANSIT,567.9
SHP00025805,ORD00027248,WH006,Delhivery,2026-07-11 12:14:32,2026-07-15 12:14:32,DELAYED,959.76
SHP00025806,ORD00027249,WH006,BlueDart,2026-04-20 08:30:08,2026-04-26 08:30:08,DELIVERED,1485.97
SHP00025807,ORD00027250,WH007,Ecom Express,2025-11-28 02:00:56,2025-12-06 02:00:56,DELIVERED,967.95
SHP00025808,ORD00027252,WH002,DTDC,2026-04-19 06:09:40,,CANCELLED,1219.76
SHP00025809,ORD00027253,WH008,Ecom Express,2025-04-15 12:49:12,2025-04-21 12:49:12,DELAYED,376.68
SHP00025810,ORD00027254,WH007,FedEx,2025-01-13 20:04:44,2025-01-18 20:04:44,DELIVERED,1489.83
SHP00025811,ORD00027255,WH007,BlueDart,2025-04-28 03:05:39,2025-05-04 03:05:39,DELIVERED,1022.74
SHP00025812,ORD00027256,WH009,Ecom Express,2025-06-29 10:05:30,,IN_TRANSIT,156.83
SHP00025813,ORD00027257,WH007,Delhivery,2025-11-10 15:56:14,2025-11-16 15:56:14,DELIVERED,331.33
SHP00025814,ORD00027258,WH008,XpressBees,2025-07-03 21:12:59,,IN_TRANSIT,537.26
SHP00025815,ORD00027259,WH010,Delhivery,2025-12-23 21:18:09,2025-12-24 21:18:09,DELIVERED,389.8
SHP00025816,ORD00027260,WH003,FedEx,2025-06-19 05:16:05,,IN_TRANSIT,925.94
SHP00025817,ORD00027261,WH009,XpressBees,2026-05-18 01:44:03,2026-05-25 01:44:03,DELIVERED,126.06
SHP00025818,ORD00027262,WH009,FedEx,2025-05-01 18:44:23,2025-05-09 18:44:23,DELIVERED,771.29
SHP00025819,ORD00027263,WH007,Ecom Express,2025-02-13 22:22:29,2025-02-16 22:22:29,DELIVERED,350.93
SHP00025820,ORD00027264,WH005,Ecom Express,2025-12-28 01:49:37,2026-01-03 01:49:37,DELIVERED,984.53
SHP00025821,ORD00027265,WH003,BlueDart,2025-03-12 02:54:47,2025-03-15 02:54:47,DELIVERED,292.73
SHP00025822,ORD00027266,WH006,Delhivery,2025-03-28 21:11:21,2025-03-29 21:11:21,DELIVERED,1196.56
SHP00025823,ORD00027267,WH004,DHL,2026-02-18 04:46:56,2026-02-23 04:46:56,DELIVERED,713.4
SHP00025824,ORD00027268,WH001,BlueDart,2025-12-03 19:23:03,2025-12-05 19:23:03,DELIVERED,974.14
SHP00025825,ORD00027269,WH004,DTDC,2026-02-02 01:54:26,2026-02-05 01:54:26,DELIVERED,943.05
SHP00025826,ORD00027270,WH001,Delhivery,2026-05-16 15:50:20,2026-05-21 15:50:20,DELIVERED,453.15
SHP00025827,ORD00027271,WH002,Ecom Express,2025-05-23 17:26:02,2025-05-30 17:26:02,DELIVERED,1448.5
SHP00025828,ORD00027272,WH006,DHL,2026-03-10 21:25:15,2026-03-20 21:25:15,DELAYED,1472.95
SHP00025829,ORD00027273,WH006,Delhivery,2025-12-26 11:19:53,2025-12-30 11:19:53,DELAYED,1178.46
SHP00025830,ORD00027274,WH002,Ecom Express,2026-02-22 16:52:22,2026-02-27 16:52:22,DELIVERED,1450.84
SHP00025831,ORD00027275,WH010,XpressBees,2025-03-19 04:12:20,2025-03-26 04:12:20,DELIVERED,1491.66
SHP00025832,ORD00027276,WH001,Ecom Express,2025-02-18 18:22:40,2025-02-26 18:22:40,DELAYED,966.58
SHP00025833,ORD00027277,WH001,Delhivery,2025-09-13 05:02:33,,IN_TRANSIT,1064.63
SHP00025834,ORD00027278,WH005,XpressBees,2025-07-10 11:54:44,,IN_TRANSIT,1406.68
SHP00025835,ORD00027279,WH002,Ecom Express,2025-06-28 03:19:34,2025-07-04 03:19:34,DELIVERED,470.85
SHP00025836,ORD00027280,WH004,Delhivery,2026-05-24 07:06:28,2026-05-27 07:06:28,DELIVERED,349.6
SHP00025837,ORD00027281,WH005,DTDC,2026-01-07 19:13:32,2026-01-08 19:13:32,DELIVERED,133.33
SHP00025838,ORD00027282,WH009,DTDC,2025-12-16 04:15:15,,IN_TRANSIT,1322.0
SHP00025839,ORD00027283,WH002,FedEx,2026-05-08 12:41:49,,CANCELLED,341.22
SHP00025840,ORD00027284,WH006,DHL,2025-08-21 04:08:51,,IN_TRANSIT,350.75
SHP00025841,ORD00027285,WH007,Delhivery,2025-02-28 04:10:12,2025-03-08 04:10:12,DELIVERED,1063.49
SHP00025842,ORD00027286,WH006,DTDC,2025-07-10 06:14:10,,IN_TRANSIT,1307.22
SHP00025843,ORD00027287,WH001,DHL,2026-01-30 06:46:06,2026-02-04 06:46:06,DELIVERED,331.37
SHP00025844,ORD00027288,WH007,DTDC,2025-08-25 12:46:57,2025-09-04 12:46:57,DELIVERED,259.41
SHP00025845,ORD00027289,WH007,DHL,2025-03-07 01:32:23,2025-03-09 01:32:23,DELIVERED,1463.7
SHP00025846,ORD00027290,WH010,FedEx,2026-06-16 20:44:22,2026-06-25 20:44:22,DELIVERED,1215.2
SHP00025847,ORD00027291,WH004,Delhivery,2025-07-11 20:19:41,2025-07-12 20:19:41,DELIVERED,1231.22
SHP00025848,ORD00027292,WH009,DTDC,2026-07-03 19:03:14,2026-07-07 19:03:14,DELIVERED,1279.61
SHP00025849,ORD00027293,WH002,DTDC,2025-10-06 04:04:23,2025-10-10 04:04:23,DELIVERED,399.94
SHP00025850,ORD00027294,WH002,DTDC,2025-02-23 17:28:14,2025-03-05 17:28:14,DELIVERED,1452.44
SHP00025851,ORD00027295,WH009,DTDC,2025-11-13 06:17:41,2025-11-23 06:17:41,DELIVERED,1027.1
SHP00025852,ORD00027296,WH009,Ecom Express,2025-02-16 18:46:41,2025-02-23 18:46:41,DELIVERED,1168.66
SHP00025853,ORD00027297,WH002,DTDC,2026-06-03 11:13:01,2026-06-04 11:13:01,DELIVERED,1345.54
SHP00025854,ORD00027298,WH001,XpressBees,2025-11-01 07:08:21,,IN_TRANSIT,533.99
SHP00025855,ORD00027299,WH006,BlueDart,2025-02-18 09:11:47,,IN_TRANSIT,446.33
SHP00025856,ORD00027300,WH003,Delhivery,2025-04-29 11:30:48,2025-05-03 11:30:48,DELIVERED,778.89
SHP00025857,ORD00027301,WH008,XpressBees,2026-07-14 20:32:06,,IN_TRANSIT,99.51
SHP00025858,ORD00027302,WH005,Delhivery,2025-03-23 12:43:54,2025-03-24 12:43:54,DELIVERED,750.74
SHP00025859,ORD00027303,WH003,DTDC,2025-06-29 10:12:16,2025-07-09 10:12:16,DELIVERED,695.3
SHP00025860,ORD00027304,WH007,DTDC,2025-06-17 15:50:55,2025-06-21 15:50:55,DELIVERED,520.24
SHP00025861,ORD00027305,WH006,DHL,2026-05-08 10:07:21,2026-05-11 10:07:21,DELIVERED,1342.53
SHP00025862,ORD00027306,WH006,Ecom Express,2025-10-25 04:17:01,2025-10-26 04:17:01,DELIVERED,650.14
SHP00025863,ORD00027307,WH004,DTDC,2026-07-15 21:47:09,,IN_TRANSIT,627.95
SHP00025864,ORD00027308,WH004,Delhivery,2025-10-15 11:13:42,,IN_TRANSIT,980.64
SHP00025865,ORD00027309,WH005,BlueDart,2025-05-11 23:43:54,,IN_TRANSIT,1241.21
SHP00025866,ORD00027310,WH007,BlueDart,2025-01-13 12:12:27,,IN_TRANSIT,1005.88
SHP00025867,ORD00027311,WH010,FedEx,2025-09-25 20:54:01,2025-09-28 20:54:01,DELAYED,1400.57
SHP00025868,ORD00027312,WH009,Ecom Express,2026-03-09 21:29:40,2026-03-14 21:29:40,DELIVERED,253.11
SHP00025869,ORD00027313,WH005,FedEx,2025-04-15 20:23:09,2025-04-16 20:23:09,DELIVERED,524.02
SHP00025870,ORD00027314,WH007,FedEx,2026-03-11 21:58:02,2026-03-20 21:58:02,DELAYED,906.73
SHP00025871,ORD00027316,WH002,DHL,2026-08-06 18:21:33,2026-08-11 18:21:33,DELIVERED,684.06
SHP00025872,ORD00027317,WH002,Delhivery,2026-01-15 12:49:15,2026-01-23 12:49:15,DELIVERED,1398.25
SHP00025873,ORD00027318,WH008,Delhivery,2025-05-30 11:28:42,2025-06-01 11:28:42,DELIVERED,553.0
SHP00025874,ORD00027319,WH001,XpressBees,2025-04-01 19:36:01,,IN_TRANSIT,770.2
SHP00025875,ORD00027320,WH006,DHL,2025-02-24 14:08:02,2025-03-04 14:08:02,DELIVERED,228.74
SHP00025876,ORD00027321,WH010,DTDC,2025-07-01 21:57:25,2025-07-02 21:57:25,DELIVERED,601.45
SHP00025877,ORD00027322,WH009,Delhivery,2026-03-29 18:28:50,2026-04-05 18:28:50,DELIVERED,244.23
SHP00025878,ORD00027324,WH004,FedEx,2026-07-02 05:47:59,2026-07-05 05:47:59,DELIVERED,232.23
SHP00025879,ORD00027325,WH003,XpressBees,2026-03-12 00:45:44,2026-03-14 00:45:44,DELIVERED,842.08
SHP00025880,ORD00027326,WH001,Ecom Express,2025-03-22 20:12:37,,CANCELLED,775.82
SHP00025881,ORD00027327,WH008,Delhivery,2026-04-09 20:54:07,2026-04-14 20:54:07,DELIVERED,806.13
SHP00025882,ORD00027328,WH004,Ecom Express,2026-04-23 01:37:08,2026-04-25 01:37:08,DELIVERED,872.76
SHP00025883,ORD00027329,WH010,XpressBees,2026-02-16 00:03:50,2026-02-18 00:03:50,DELIVERED,513.02
SHP00025884,ORD00027330,WH003,DHL,2025-03-22 20:44:29,2025-03-31 20:44:29,DELIVERED,602.16
SHP00025885,ORD00027331,WH008,BlueDart,2025-10-31 05:35:44,2025-11-03 05:35:44,DELIVERED,1238.16
SHP00025886,ORD00027332,WH001,XpressBees,2026-02-27 14:43:07,2026-03-03 14:43:07,DELIVERED,1376.63
SHP00025887,ORD00027333,WH001,Delhivery,2026-05-16 02:51:48,2026-05-21 02:51:48,DELIVERED,1495.81
SHP00025888,ORD00027334,WH004,Delhivery,2025-01-27 13:30:05,2025-02-05 13:30:05,DELAYED,339.02
SHP00025889,ORD00027335,WH009,DHL,2025-11-10 23:50:27,2025-11-13 23:50:27,DELIVERED,1318.79
SHP00025890,ORD00027336,WH009,DTDC,2025-05-21 04:03:22,2025-05-23 04:03:22,DELIVERED,1252.56
SHP00025891,ORD00027337,WH005,BlueDart,2025-06-15 05:10:49,,IN_TRANSIT,90.33
SHP00025892,ORD00027338,WH007,BlueDart,2025-02-28 15:48:03,2025-03-09 15:48:03,DELIVERED,1126.21
SHP00025893,ORD00027339,WH003,FedEx,2026-05-11 15:26:25,2026-05-19 15:26:25,DELIVERED,991.11
SHP00025894,ORD00027340,WH003,FedEx,2026-08-01 06:57:48,,IN_TRANSIT,1333.86
SHP00025895,ORD00027341,WH008,XpressBees,2026-03-16 13:57:47,,IN_TRANSIT,191.08
SHP00025896,ORD00027343,WH006,DTDC,2025-09-12 00:22:13,2025-09-18 00:22:13,DELIVERED,489.13
SHP00025897,ORD00027344,WH005,DTDC,2025-12-04 21:28:29,2025-12-13 21:28:29,DELIVERED,1205.99
SHP00025898,ORD00027345,WH004,DTDC,2025-11-13 15:15:49,2025-11-17 15:15:49,DELIVERED,741.86
SHP00025899,ORD00027346,WH008,Ecom Express,2025-02-26 02:26:49,2025-03-03 02:26:49,DELIVERED,515.97
SHP00025900,ORD00027347,WH008,BlueDart,2025-10-30 23:18:49,2025-11-07 23:18:49,DELIVERED,107.61
SHP00025901,ORD00027348,WH007,DHL,2025-07-26 21:10:23,2025-08-05 21:10:23,DELIVERED,399.33
SHP00025902,ORD00027349,WH004,Ecom Express,2025-09-04 17:28:38,2025-09-07 17:28:38,DELAYED,525.4
SHP00025903,ORD00027350,WH003,BlueDart,2025-02-22 00:38:40,,IN_TRANSIT,708.5
SHP00025904,ORD00027351,WH005,DHL,2025-10-10 13:39:32,,IN_TRANSIT,406.63
SHP00025905,ORD00027352,WH005,FedEx,2025-07-25 21:31:06,2025-07-29 21:31:06,DELIVERED,235.74
SHP00025906,ORD00027353,WH009,BlueDart,2026-05-16 05:23:32,2026-05-20 05:23:32,DELIVERED,156.47
SHP00025907,ORD00027354,WH003,BlueDart,2025-10-15 12:25:14,2025-10-20 12:25:14,DELIVERED,449.79
SHP00025908,ORD00027355,WH010,FedEx,2025-09-13 08:56:28,2025-09-23 08:56:28,DELIVERED,1464.64
SHP00025909,ORD00027356,WH007,Delhivery,2025-05-25 15:25:51,2025-05-31 15:25:51,DELIVERED,1022.55
SHP00025910,ORD00027357,WH002,Ecom Express,2026-03-05 20:32:43,2026-03-11 20:32:43,DELIVERED,1128.41
SHP00025911,ORD00027358,WH006,Delhivery,2026-02-10 14:59:03,2026-02-15 14:59:03,DELAYED,290.56
SHP00025912,ORD00027359,WH001,Delhivery,2025-03-25 21:59:19,2025-03-31 21:59:19,DELIVERED,375.43
SHP00025913,ORD00027360,WH001,FedEx,2025-04-07 03:59:25,,DELIVERED,1066.05
SHP00025914,ORD00027361,WH003,Delhivery,2026-08-02 20:11:42,2026-08-11 20:11:42,DELIVERED,528.44
SHP00025915,ORD00027362,WH005,Ecom Express,2026-05-22 06:24:04,,IN_TRANSIT,866.49
SHP00025916,ORD00027363,WH003,Ecom Express,2025-02-12 21:03:42,2025-02-22 21:03:42,DELIVERED,641.62
SHP00025917,ORD00027364,WH006,BlueDart,2025-10-20 22:49:05,2025-10-23 22:49:05,DELIVERED,1384.26
SHP00025918,ORD00027365,WH002,Ecom Express,2025-01-13 05:01:45,2025-01-15 05:01:45,DELAYED,398.96
SHP00025919,ORD00027366,WH002,FedEx,2025-05-31 14:18:10,2025-06-01 14:18:10,DELIVERED,1410.14
SHP00025920,ORD00027367,WH009,BlueDart,2025-12-17 08:40:14,2025-12-21 08:40:14,DELIVERED,1393.13
SHP00025921,ORD00027368,WH006,DTDC,2025-07-31 03:29:39,2025-08-01 03:29:39,DELIVERED,824.09
SHP00025922,ORD00027369,WH003,DTDC,2026-01-25 11:30:05,,IN_TRANSIT,188.24
SHP00025923,ORD00027370,WH003,BlueDart,2025-06-06 14:11:06,,IN_TRANSIT,668.66
SHP00025924,ORD00027371,WH008,DTDC,2025-06-05 22:05:41,2025-06-08 22:05:41,DELIVERED,1244.63
SHP00025925,ORD00027372,WH010,XpressBees,2025-10-29 15:27:34,,IN_TRANSIT,788.12
SHP00025926,ORD00027373,WH009,Delhivery,2026-04-21 11:20:45,2026-04-22 11:20:45,DELAYED,1091.86
SHP00025927,ORD00027374,WH008,XpressBees,2025-11-19 07:02:18,2025-11-22 07:02:18,DELIVERED,1425.96
SHP00025928,ORD00027375,WH002,DTDC,2026-07-02 06:09:31,2026-07-11 06:09:31,DELIVERED,553.26
SHP00025929,ORD00027376,WH005,Delhivery,2026-08-01 20:43:14,2026-08-06 20:43:14,DELAYED,1297.3
SHP00025930,ORD00027377,WH002,Delhivery,2025-10-11 02:58:43,2025-10-14 02:58:43,DELIVERED,1402.42
SHP00025931,ORD00027378,WH001,Delhivery,2026-02-24 17:56:04,,CANCELLED,355.78
SHP00025932,ORD00027379,WH005,Delhivery,2026-02-15 14:59:16,2026-02-18 14:59:16,DELIVERED,227.04
SHP00025933,ORD00027380,WH010,XpressBees,2025-03-09 17:58:16,,IN_TRANSIT,1119.19
SHP00025934,ORD00027381,WH010,XpressBees,2025-06-27 00:14:57,2025-06-30 00:14:57,DELIVERED,675.5
SHP00025935,ORD00027382,WH010,FedEx,2025-12-31 08:36:46,2026-01-06 08:36:46,DELIVERED,83.99
SHP00025936,ORD00027383,WH008,Ecom Express,2025-01-07 09:50:34,2025-01-16 09:50:34,DELIVERED,581.44
SHP00025937,ORD00027384,WH008,DHL,2026-05-10 15:54:35,2026-05-19 15:54:35,DELIVERED,888.92
SHP00025938,ORD00027385,WH009,Delhivery,2025-10-23 17:41:43,,DELIVERED,486.06
SHP00025939,ORD00027386,WH003,XpressBees,2025-01-09 13:38:35,2025-01-19 13:38:35,DELIVERED,450.82
SHP00025940,ORD00027387,WH005,XpressBees,2026-07-01 16:32:56,2026-07-04 16:32:56,DELIVERED,823.51
SHP00025941,ORD00027388,WH001,BlueDart,2025-07-18 07:16:55,2025-07-27 07:16:55,DELIVERED,1243.23
SHP00025942,ORD00027389,WH006,FedEx,2026-05-19 12:52:18,2026-05-26 12:52:18,DELIVERED,1291.73
SHP00025943,ORD00027390,WH001,Ecom Express,2026-04-08 05:38:30,2026-04-09 05:38:30,DELIVERED,652.81
SHP00025944,ORD00027391,WH003,BlueDart,2025-10-16 20:44:26,,IN_TRANSIT,937.23
SHP00025945,ORD00027392,WH001,XpressBees,2026-03-17 04:26:31,2026-03-23 04:26:31,DELIVERED,1280.21
SHP00025946,ORD00027393,WH001,FedEx,2025-01-23 20:07:24,,IN_TRANSIT,964.38
SHP00025947,ORD00027394,WH009,BlueDart,2025-04-10 04:40:41,2025-04-17 04:40:41,DELAYED,428.17
SHP00025948,ORD00027396,WH004,DTDC,2025-02-18 15:59:43,2025-02-19 15:59:43,DELIVERED,78.71
SHP00025949,ORD00027397,WH002,BlueDart,2026-02-24 03:05:44,2026-02-28 03:05:44,DELIVERED,236.07
SHP00025950,ORD00027398,WH001,DTDC,2026-06-29 22:56:56,2026-07-09 22:56:56,DELIVERED,417.77
SHP00025951,ORD00027399,WH004,Delhivery,2025-11-13 01:21:38,2025-11-18 01:21:38,DELIVERED,861.46
SHP00025952,ORD00027400,WH007,Delhivery,2025-11-11 23:09:55,2025-11-17 23:09:55,DELIVERED,82.93
SHP00025953,ORD00027401,WH008,BlueDart,2025-09-13 13:19:53,,IN_TRANSIT,1220.15
SHP00025954,ORD00027402,WH003,Ecom Express,2025-10-17 22:03:26,,IN_TRANSIT,272.25
SHP00025955,ORD00027403,WH006,DHL,2026-08-01 23:22:19,2026-08-04 23:22:19,DELAYED,1280.12
SHP00025956,ORD00027405,WH001,DHL,2025-04-26 14:03:12,2025-04-27 14:03:12,DELAYED,1228.24
SHP00025957,ORD00027406,WH003,FedEx,2026-02-14 20:20:41,2026-02-21 20:20:41,DELAYED,1051.42
SHP00025958,ORD00027407,WH009,XpressBees,2025-09-02 11:35:34,2025-09-09 11:35:34,DELAYED,413.96
SHP00025959,ORD00027408,WH001,Delhivery,2025-03-18 02:17:50,2025-03-27 02:17:50,DELIVERED,806.46
SHP00025960,ORD00027409,WH006,DTDC,2026-06-11 02:20:17,,CANCELLED,766.63
SHP00025961,ORD00027410,WH005,BlueDart,2025-04-19 17:35:56,2025-04-28 17:35:56,DELIVERED,614.29
SHP00025962,ORD00027411,WH009,BlueDart,2026-04-03 00:42:25,2026-04-04 00:42:25,DELIVERED,1264.26
SHP00025963,ORD00027412,WH009,BlueDart,2026-03-22 17:40:25,,IN_TRANSIT,1257.14
SHP00025964,ORD00027413,WH002,BlueDart,2025-07-15 12:24:57,2025-07-18 12:24:57,DELIVERED,1292.08
SHP00025965,ORD00027414,WH005,Delhivery,2025-12-28 19:34:47,2025-12-30 19:34:47,DELIVERED,1148.5
SHP00025966,ORD00027415,WH005,FedEx,2025-06-08 23:29:58,,IN_TRANSIT,907.25
SHP00025967,ORD00027416,WH004,Delhivery,2026-06-16 22:54:38,2026-06-17 22:54:38,DELIVERED,437.01
SHP00025968,ORD00027417,WH006,Delhivery,2026-07-29 08:19:38,2026-08-01 08:19:38,DELIVERED,910.33
SHP00025969,ORD00027418,WH010,FedEx,2026-01-14 23:04:34,2026-01-19 23:04:34,DELIVERED,1496.54
SHP00025970,ORD00027419,WH002,Ecom Express,2026-06-01 02:28:21,2026-06-10 02:28:21,DELIVERED,302.19
SHP00025971,ORD00027420,WH009,XpressBees,2025-03-06 13:35:00,2025-03-12 13:35:00,DELIVERED,229.26
SHP00025972,ORD00027421,WH006,BlueDart,2025-09-18 01:08:09,2025-09-28 01:08:09,DELIVERED,1032.49
SHP00025973,ORD00027422,WH002,DTDC,2025-08-02 05:45:28,2025-08-06 05:45:28,DELIVERED,895.54
SHP00025974,ORD00027423,WH007,BlueDart,2025-07-06 08:54:48,2025-07-16 08:54:48,DELIVERED,1121.13
SHP00025975,ORD00027424,WH010,XpressBees,2026-07-24 08:33:23,,IN_TRANSIT,1159.65
SHP00025976,ORD00027425,WH006,DHL,2025-03-13 02:47:56,2025-03-16 02:47:56,DELIVERED,669.43
SHP00025977,ORD00027426,WH009,Ecom Express,2026-05-17 09:40:29,2026-05-18 09:40:29,DELAYED,545.09
SHP00025978,ORD00027427,WH008,DHL,2025-02-24 21:47:47,,CANCELLED,1185.99
SHP00025979,ORD00027428,WH004,DTDC,2026-06-26 17:38:48,2026-07-03 17:38:48,DELIVERED,59.85
SHP00025980,ORD00027429,WH001,BlueDart,2025-01-08 01:01:24,2025-01-18 01:01:24,DELIVERED,105.39
