product_id,product_name,category,supplier_id,unit_cost,selling_price,weight_kg,reorder_level,status
PROD00293,Cycle 0293,Sports,SUP0036,1559.44,2506.63,90.53,72,ACTIVE
PROD00294,Football 0294,Sports,SUP0032,281.99,369.63,14.68,52,DISCONTINUED
PROD00295,Sandals 0295,Footwear,SUP0024,603.01,993.68,25.24,73,DISCONTINUED
PROD00296,Dictionary 0296,Books,SUP0020,395.12,464.22,0.78,111,ACTIVE
PROD00297,Magazine 0297,Books,SUP0022,1609.13,2141.24,43.12,176,ACTIVE
PROD00298,Boots 0298,Footwear,SUP0031,1208.41,1917.39,31.49,111,ACTIVE
PROD00299,Sandals 0299,Footwear,SUP0021,1935.69,3188.82,37.67,110,ACTIVE
PROD00300,Oven 0300,Home Appliances,SUP0012,403.6,725.71,68.2,150,ACTIVE
PROD00301,Perfume 0301,Beauty,SUP0045,879.72,1147.09,7.01,114,DISCONTINUED
PROD00302,Desk 0302,Furniture,SUP0046,487.83,761.53,42.37,106,ACTIVE
PROD00303,Cream 0303,Beauty,SUP0033,961.07,1326.82,92.36,187,DISCONTINUED
PROD00304,Brake Pad 0304,Automotive,SUP0035,1582.49,2139.01,59.42,31,ACTIVE
PROD00305,Jacket 0305,Clothing,SUP0037,336.85,515.0,98.36,183,DISCONTINUED
PROD00306,Flour 0306,Groceries,SUP0015,216.36,252.93,51.12,142,ACTIVE
PROD00307,Face Wash 0307,Beauty,SUP0038,785.31,1288.41,69.07,48,ACTIVE
PROD00308,Tablet 0308,Electronics,SUP0006,213.58,297.13,11.7,196,ACTIVE
PROD00309,Sugar 0309,Groceries,SUP0034,689.42,1136.85,48.34,131,ACTIVE
PROD00310,Lotion 0310,Beauty,SUP0046,641.22,840.12,11.6,97,ACTIVE
PROD00311,Table 0311,Furniture,SUP0022,1034.41,1537.48,56.03,128,ACTIVE
PROD00312,Football 0312,Sports,SUP0026,376.84,587.91,3.02,167,ACTIVE
PROD00313,Cream 0313,Beauty,SUP0014,861.96,950.84,20.66,190,ACTIVE
PROD00314,Novel 0314,Books,SUP0024,1600.01,2361.33,32.67,127,ACTIVE
PROD00315,Sandals 0315,Footwear,SUP0039,1057.79,1636.8,38.93,110,ACTIVE
PROD00316,Sugar 0316,Groceries,SUP0044,1691.81,2592.11,70.63,86,ACTIVE
PROD00317,Desk 0317,Furniture,SUP0012,240.13,315.47,37.39,46,DISCONTINUED
PROD00318,Dumbbell 0318,Sports,SUP0012,280.05,383.28,48.72,147,ACTIVE
PROD00319,Engine Oil 0319,Automotive,SUP0021,981.84,1176.45,84.21,168,ACTIVE
PROD00320,Rice 0320,Groceries,SUP0025,971.79,1201.71,96.39,139,DISCONTINUED
PROD00321,Cycle 0321,Sports,SUP0032,834.18,1408.03,16.81,154,ACTIVE
PROD00322,Jacket 0322,Clothing,SUP0019,70.23,88.31,16.9,127,DISCONTINUED
PROD00323,Tyre 0323,Automotive,SUP0050,230.86,272.4,54.36,103,ACTIVE
PROD00324,Cream 0324,Beauty,SUP0048,440.99,616.33,83.02,73,ACTIVE
PROD00325,Tablet 0325,Electronics,SUP0006,529.32,901.72,43.96,40,ACTIVE
PROD00326,Sweater 0326,Clothing,SUP0040,1379.82,2349.47,63.31,52,ACTIVE
PROD00327,Jeans 0327,Clothing,SUP0035,1611.85,2416.25,28.18,147,ACTIVE
PROD00328,Sugar 0328,Groceries,SUP0033,582.22,749.4,98.55,183,ACTIVE
PROD00329,Sofa 0329,Furniture,SUP0042,1837.94,3298.63,12.78,43,ACTIVE
PROD00330,Desk 0330,Furniture,SUP0044,1657.82,2707.27,39.33,46,ACTIVE
PROD00331,Cycle 0331,Sports,SUP0050,906.72,1399.56,9.4,141,ACTIVE
PROD00332,Flour 0332,Groceries,SUP0001,1900.76,2526.3,86.9,197,ACTIVE
PROD00333,Face Wash 0333,Beauty,SUP0026,1700.96,2818.45,21.86,119,ACTIVE
PROD00334,Face Wash 0334,Beauty,SUP0036,649.12,842.89,57.84,154,DISCONTINUED
PROD00335,Rice 0335,Groceries,SUP0030,96.66,148.69,1.73,50,DISCONTINUED
PROD00336,Shampoo 0336,Beauty,SUP0045,1983.72,2776.14,90.95,176,ACTIVE
PROD00337,Desk 0337,Furniture,SUP0006,191.21,258.57,37.25,176,ACTIVE
PROD00338,Tablet 0338,Electronics,SUP0049,1253.08,2015.19,23.49,177,ACTIVE
PROD00339,Refrigerator 0339,Home Appliances,SUP0038,430.78,497.36,22.7,184,DISCONTINUED
PROD00340,Laptop 0340,Electronics,SUP0028,1392.72,2328.59,69.43,132,ACTIVE
PROD00341,T-Shirt 0341,Clothing,SUP0007,183.22,304.91,31.4,86,ACTIVE
PROD00342,Football 0342,Sports,SUP0005,1284.94,2022.49,53.1,12,ACTIVE
PROD00343,Face Wash 0343,Beauty,SUP0010,1446.25,2226.73,92.0,167,DISCONTINUED
PROD00344,Shirt 0344,Clothing,SUP0008,1793.7,2148.87,59.0,108,ACTIVE
PROD00345,Tennis Racket 0345,Sports,SUP0042,1583.2,2016.13,8.52,151,ACTIVE
PROD00346,Monitor 0346,Electronics,SUP0013,414.86,632.6,74.81,85,ACTIVE
PROD00347,T-Shirt 0347,Clothing,SUP0041,774.84,983.08,59.43,145,ACTIVE
PROD00348,Sugar 0348,Groceries,SUP0037,268.31,456.82,42.14,149,ACTIVE
PROD00349,Shampoo 0349,Beauty,SUP0017,38.3,43.94,21.65,25,DISCONTINUED
PROD00350,Battery 0350,Automotive,SUP0027,1259.0,1826.47,42.42,112,ACTIVE
PROD00351,Tyre 0351,Automotive,SUP0020,1234.01,1597.09,7.99,62,ACTIVE
PROD00352,Battery 0352,Automotive,SUP0042,784.51,1211.29,68.14,26,ACTIVE
PROD00353,Football 0353,Sports,SUP0028,120.52,139.85,11.69,166,ACTIVE
PROD00354,Sneakers 0354,Footwear,SUP0045,243.29,388.18,1.23,137,ACTIVE
PROD00355,Tyre 0355,Automotive,SUP0011,1567.06,2514.4,37.25,78,ACTIVE
PROD00356,Monitor 0356,Electronics,SUP0005,1615.18,2084.21,26.37,157,ACTIVE
PROD00357,Lotion 0357,Beauty,SUP0037,1024.01,1166.15,16.77,50,ACTIVE
PROD00358,Oven 0358,Home Appliances,SUP0048,1349.87,1593.84,50.93,21,ACTIVE
PROD00359,Shirt 0359,Clothing,SUP0010,946.17,1294.44,17.98,19,DISCONTINUED
PROD00360,Jacket 0360,Clothing,SUP0021,500.29,871.05,27.2,29,ACTIVE
PROD00361,Oven 0361,Home Appliances,SUP0015,1348.28,1532.82,80.45,21,DISCONTINUED
PROD00362,Vacuum 0362,Home Appliances,SUP0020,1732.73,2844.22,32.8,151,DISCONTINUED
PROD00363,Monitor 0363,Electronics,SUP0020,405.34,605.85,73.98,72,DISCONTINUED
PROD00364,Cereal 0364,Groceries,SUP0050,1943.86,3495.94,19.62,149,ACTIVE
PROD00365,Chair 0365,Furniture,SUP0035,1865.13,2082.86,34.71,187,ACTIVE
PROD00366,Rice 0366,Groceries,SUP0048,1519.06,2071.07,72.75,36,ACTIVE
PROD00367,Engine Oil 0367,Automotive,SUP0010,842.53,1493.66,71.19,33,ACTIVE
PROD00368,Sweater 0368,Clothing,SUP0030,829.05,1431.69,97.46,31,ACTIVE
PROD00369,Engine Oil 0369,Automotive,SUP0038,1276.25,1756.18,56.83,121,ACTIVE
PROD00370,Jacket 0370,Clothing,SUP0026,525.68,694.16,70.1,198,ACTIVE
PROD00371,Flour 0371,Groceries,SUP0013,547.55,630.93,13.7,159,ACTIVE
PROD00372,Chair 0372,Furniture,SUP0027,332.93,474.84,12.16,101,ACTIVE
PROD00373,Face Wash 0373,Beauty,SUP0006,929.38,1576.91,15.85,185,ACTIVE
PROD00374,Novel 0374,Books,SUP0010,433.97,737.58,9.21,73,ACTIVE
PROD00375,Dumbbell 0375,Sports,SUP0012,102.66,134.4,3.21,113,DISCONTINUED
PROD00376,Tyre 0376,Automotive,SUP0009,503.46,716.64,12.23,25,ACTIVE
PROD00377,Table 0377,Furniture,SUP0041,1648.23,2242.53,93.76,31,ACTIVE
PROD00378,Refrigerator 0378,Home Appliances,SUP0042,1994.34,2469.84,44.4,42,ACTIVE
PROD00379,Rice 0379,Groceries,SUP0011,90.18,128.3,92.42,120,DISCONTINUED
PROD00380,Shampoo 0380,Beauty,SUP0023,768.55,1074.94,21.55,57,ACTIVE
PROD00381,Sandals 0381,Footwear,SUP0040,1767.43,1987.04,61.74,175,ACTIVE
PROD00382,Lotion 0382,Beauty,SUP0006,1766.14,2534.98,28.05,45,DISCONTINUED
PROD00383,Sweater 0383,Clothing,SUP0035,502.05,901.61,79.51,107,ACTIVE
PROD00384,Cream 0384,Beauty,SUP0037,1563.96,2096.99,50.29,109,ACTIVE
PROD00385,Chair 0385,Furniture,SUP0050,641.16,803.57,28.17,130,ACTIVE
PROD00386,Textbook 0386,Books,SUP0043,1948.09,2279.45,24.19,146,ACTIVE
PROD00387,Sweater 0387,Clothing,SUP0023,1693.78,2808.58,93.53,54,ACTIVE
PROD00388,Sweater 0388,Clothing,SUP0023,639.42,1033.73,91.41,17,ACTIVE
PROD00389,Dictionary 0389,Books,SUP0032,288.49,508.86,54.26,54,DISCONTINUED
PROD00390,Laptop 0390,Electronics,SUP0002,117.06,178.07,52.69,10,ACTIVE
PROD00391,Textbook 0391,Books,SUP0012,1613.86,2160.2,91.89,92,ACTIVE
PROD00392,Smartphone 0392,Electronics,SUP0050,1175.29,2047.42,11.18,144,ACTIVE
PROD00393,Mixer 0393,Home Appliances,SUP0038,1410.55,2205.39,10.19,87,ACTIVE
PROD00394,Table 0394,Furniture,SUP0041,1466.04,2060.97,96.07,176,ACTIVE
PROD00395,Bed 0395,Furniture,SUP0023,1388.65,2430.4,22.4,160,ACTIVE
PROD00396,Tennis Racket 0396,Sports,SUP0012,1469.32,1919.17,72.91,189,DISCONTINUED
PROD00397,Novel 0397,Books,SUP0040,368.25,487.1,22.17,154,ACTIVE
PROD00398,Perfume 0398,Beauty,SUP0023,665.68,768.5,98.24,52,ACTIVE
PROD00399,Flour 0399,Groceries,SUP0045,27.73,34.57,6.87,75,ACTIVE
PROD00400,Laptop 0400,Electronics,SUP0011,774.94,1249.83,88.47,136,DISCONTINUED
PROD00401,Cereal 0401,Groceries,SUP0037,753.82,1266.54,65.13,185,ACTIVE
PROD00402,Sofa 0402,Furniture,SUP0019,152.05,257.27,2.11,76,ACTIVE
PROD00403,Mixer 0403,Home Appliances,SUP0047,344.36,469.3,7.59,33,ACTIVE
PROD00404,Dictionary 0404,Books,SUP0028,1786.99,2846.95,94.25,52,DISCONTINUED
PROD00405,Chair 0405,Furniture,SUP0013,207.01,257.5,40.99,151,ACTIVE
PROD00406,Boots 0406,Footwear,SUP0037,478.91,543.44,55.01,135,ACTIVE
PROD00407,Monitor 0407,Electronics,SUP0043,12.61,14.64,62.55,132,ACTIVE
PROD00408,Refrigerator 0408,Home Appliances,SUP0006,417.87,646.33,47.41,39,ACTIVE
PROD00409,Cycle 0409,Sports,SUP0006,980.75,1532.65,64.22,109,ACTIVE
PROD00410,Flour 0410,Groceries,SUP0017,741.96,1047.68,44.03,77,ACTIVE
PROD00411,Slippers 0411,Footwear,SUP0043,127.97,208.15,9.76,181,ACTIVE
PROD00412,Filter 0412,Automotive,SUP0036,1941.56,2937.21,6.19,109,DISCONTINUED
PROD00413,Filter 0413,Automotive,SUP0020,1147.57,1451.62,7.99,192,ACTIVE
PROD00414,Tyre 0414,Automotive,SUP0044,1801.41,2990.91,98.28,47,ACTIVE
PROD00415,Perfume 0415,Beauty,SUP0014,1898.38,2310.36,80.87,42,ACTIVE
PROD00416,Cricket Bat 0416,Sports,SUP0041,1976.62,2776.71,14.87,162,ACTIVE
PROD00417,Rice 0417,Groceries,SUP0036,178.62,266.05,32.68,80,DISCONTINUED
PROD00418,Headphones 0418,Electronics,SUP0008,1177.21,1939.08,41.5,47,ACTIVE
PROD00419,Oven 0419,Home Appliances,SUP0035,1560.19,2574.35,88.03,115,ACTIVE
PROD00420,Cycle 0420,Sports,SUP0012,1146.19,1640.35,27.61,46,DISCONTINUED
PROD00421,Tablet 0421,Electronics,SUP0016,1779.7,2370.64,5.02,131,ACTIVE
PROD00422,Rice 0422,Groceries,SUP0020,679.04,1124.19,28.11,135,ACTIVE
PROD00423,Jeans 0423,Clothing,SUP0050,604.46,979.59,82.6,78,DISCONTINUED
PROD00424,Novel 0424,Books,SUP0027,379.93,474.14,74.12,142,ACTIVE
PROD00425,Headphones 0425,Electronics,SUP0046,1584.02,1815.18,50.73,44,ACTIVE
PROD00426,Table 0426,Furniture,SUP0004,1750.99,2172.12,25.02,126,ACTIVE
PROD00427,Oil 0427,Groceries,SUP0033,551.59,924.72,39.75,41,ACTIVE
PROD00428,Jacket 0428,Clothing,SUP0031,980.13,1384.21,58.73,99,ACTIVE
PROD00429,Desk 0429,Furniture,SUP0019,1499.18,2372.0,2.84,22,ACTIVE
PROD00430,Textbook 0430,Books,SUP0044,1714.94,2663.59,20.75,176,DISCONTINUED
PROD00431,Brake Pad 0431,Automotive,SUP0044,1729.94,3074.1,0.99,43,ACTIVE
PROD00432,Novel 0432,Books,SUP0020,451.42,688.8,71.3,191,ACTIVE
PROD00433,Cycle 0433,Sports,SUP0014,1703.91,2421.76,46.72,183,DISCONTINUED
PROD00434,Novel 0434,Books,SUP0024,19.66,35.38,56.19,162,ACTIVE
PROD00435,Shoes 0435,Footwear,SUP0018,966.07,1290.09,64.1,80,ACTIVE
PROD00436,Sneakers 0436,Footwear,SUP0004,304.11,497.47,80.56,163,DISCONTINUED
PROD00437,Oil 0437,Groceries,SUP0019,1443.96,2250.82,26.02,117,DISCONTINUED
PROD00438,Cricket Bat 0438,Sports,SUP0013,1168.13,2098.34,34.38,192,ACTIVE
PROD00439,Filter 0439,Automotive,SUP0033,1813.52,2847.78,30.09,53,ACTIVE
PROD00440,Shoes 0440,Footwear,SUP0047,944.21,1528.34,80.85,56,ACTIVE
PROD00441,Microwave 0441,Home Appliances,SUP0020,713.79,1157.02,42.11,94,ACTIVE
PROD00442,Slippers 0442,Footwear,SUP0031,591.63,1003.32,5.46,172,ACTIVE
PROD00443,Perfume 0443,Beauty,SUP0025,1003.45,1713.14,53.03,115,ACTIVE
PROD00444,Table 0444,Furniture,SUP0037,1984.73,2659.28,89.3,127,ACTIVE
PROD00445,Oil 0445,Groceries,SUP0041,1558.99,2246.98,98.67,90,ACTIVE
PROD00446,Tablet 0446,Electronics,SUP0011,550.69,899.19,57.67,50,DISCONTINUED
PROD00447,Microwave 0447,Home Appliances,SUP0026,1230.89,1899.81,42.96,132,DISCONTINUED
PROD00448,Laptop 0448,Electronics,SUP0001,1069.9,1724.1,89.21,145,ACTIVE
PROD00449,Laptop 0449,Electronics,SUP0045,1255.24,1599.4,87.71,89,ACTIVE
PROD00450,Vacuum 0450,Home Appliances,SUP0005,1009.16,1326.32,82.4,86,ACTIVE
PROD00451,Cream 0451,Beauty,SUP0044,1194.76,1596.78,99.55,97,DISCONTINUED
PROD00452,Oil 0452,Groceries,SUP0026,333.94,579.33,2.01,67,ACTIVE
PROD00453,Shirt 0453,Clothing,SUP0024,1181.44,1439.34,71.14,19,DISCONTINUED
PROD00454,Slippers 0454,Footwear,SUP0004,1248.15,1891.88,66.23,177,ACTIVE
PROD00455,Laptop 0455,Electronics,SUP0036,836.47,1142.77,25.35,189,ACTIVE
PROD00456,Shirt 0456,Clothing,SUP0043,605.73,946.86,52.08,169,ACTIVE
PROD00457,Cricket Bat 0457,Sports,SUP0019,1025.61,1571.63,11.49,37,DISCONTINUED
PROD00458,Sweater 0458,Clothing,SUP0034,403.5,518.13,97.31,101,DISCONTINUED
PROD00459,Sneakers 0459,Footwear,SUP0014,83.61,121.02,68.85,133,ACTIVE
PROD00460,Shirt 0460,Clothing,SUP0008,30.44,35.38,83.54,181,DISCONTINUED
PROD00461,Chair 0461,Furniture,SUP0047,1560.15,1798.13,10.22,75,ACTIVE
PROD00462,Face Wash 0462,Beauty,SUP0012,531.93,603.77,87.43,84,ACTIVE
PROD00463,Flour 0463,Groceries,SUP0049,1478.39,1724.54,89.04,12,ACTIVE
PROD00464,Desk 0464,Furniture,SUP0040,718.27,1010.18,26.9,197,ACTIVE
PROD00465,Sugar 0465,Groceries,SUP0030,369.82,510.55,27.26,108,DISCONTINUED
PROD00466,Football 0466,Sports,SUP0004,230.55,365.96,98.16,50,ACTIVE
PROD00467,Dumbbell 0467,Sports,SUP0029,967.94,1450.23,18.21,107,ACTIVE
PROD00468,Novel 0468,Books,SUP0047,1725.84,2961.48,97.35,43,DISCONTINUED
PROD00469,Shampoo 0469,Beauty,SUP0005,1775.75,2501.11,26.24,90,ACTIVE
PROD00470,Tyre 0470,Automotive,SUP0043,1448.93,1821.0,87.33,142,ACTIVE
PROD00471,Football 0471,Sports,SUP0042,966.45,1512.11,38.55,152,ACTIVE
PROD00472,Smartphone 0472,Electronics,SUP0032,1013.61,1447.94,86.95,29,DISCONTINUED
PROD00473,Oil 0473,Groceries,SUP0033,665.14,861.16,22.35,174,DISCONTINUED
PROD00474,Football 0474,Sports,SUP0037,162.27,228.95,44.87,137,DISCONTINUED
PROD00475,Rice 0475,Groceries,SUP0002,1961.44,3180.8,10.35,115,ACTIVE
PROD00476,Tyre 0476,Automotive,SUP0039,5.34,6.21,96.32,173,ACTIVE
PROD00477,Tyre 0477,Automotive,SUP0022,417.67,655.76,36.4,23,ACTIVE
PROD00478,Face Wash 0478,Beauty,SUP0031,1122.5,1721.72,71.69,103,DISCONTINUED
PROD00479,Refrigerator 0479,Home Appliances,SUP0022,1519.84,1907.74,35.58,172,ACTIVE
PROD00480,Tyre 0480,Automotive,SUP0011,750.91,881.89,49.29,193,DISCONTINUED
PROD00481,Mixer 0481,Home Appliances,SUP0026,1223.65,1506.66,21.64,58,ACTIVE
PROD00482,Vacuum 0482,Home Appliances,SUP0044,97.77,150.89,58.92,125,DISCONTINUED
PROD00483,Dictionary 0483,Books,SUP0034,273.6,396.5,73.65,151,DISCONTINUED
PROD00484,Magazine 0484,Books,SUP0012,1849.12,3045.05,69.21,54,ACTIVE
PROD00485,Vacuum 0485,Home Appliances,SUP0021,1316.76,2007.15,50.46,108,DISCONTINUED
PROD00486,Textbook 0486,Books,SUP0019,550.82,977.44,45.34,44,ACTIVE
PROD00487,Dumbbell 0487,Sports,SUP0020,1401.53,2275.94,84.32,150,ACTIVE
PROD00488,Engine Oil 0488,Automotive,SUP0019,405.77,623.63,68.69,182,ACTIVE
PROD00489,Bed 0489,Furniture,SUP0046,1087.27,1680.72,11.63,100,DISCONTINUED
PROD00490,Dictionary 0490,Books,SUP0044,1885.63,3011.51,74.81,146,ACTIVE
PROD00491,Cricket Bat 0491,Sports,SUP0010,1047.85,1171.17,5.4,24,ACTIVE
PROD00492,Sneakers 0492,Footwear,SUP0010,1967.15,3104.9,83.95,186,ACTIVE
PROD00493,Sweater 0493,Clothing,SUP0007,69.45,115.97,61.65,182,ACTIVE
PROD00494,Filter 0494,Automotive,SUP0045,479.0,789.88,28.84,180,ACTIVE
PROD00495,Cycle 0495,Sports,SUP0044,836.05,1380.89,31.33,151,ACTIVE
PROD00496,Monitor 0496,Electronics,SUP0029,410.16,700.63,83.02,172,ACTIVE
PROD00497,Dictionary 0497,Books,SUP0047,1478.21,1829.33,96.43,85,DISCONTINUED
PROD00498,Chair 0498,Furniture,SUP0033,378.02,461.81,12.02,20,DISCONTINUED
PROD00499,Slippers 0499,Footwear,SUP0017,532.16,645.32,0.66,129,ACTIVE
PROD00500,Smartphone 0500,Electronics,SUP0050,1857.61,2819.51,93.24,167,ACTIVE
