order_id,customer_id,product_id,warehouse_id,order_date,quantity,unit_price,total_amount,order_status,payment_status
ORD00020940,CUST001694,PROD00167,WH001,2025-05-17 19:00:21,8,937.53,7500.24,SHIPPED,REFUNDED
ORD00020941,CUST006592,PROD00219,WH001,2026-04-29 08:48:48,6,1058.74,6352.44,CANCELLED,PAID
ORD00020942,CUST008561,PROD00132,WH002,2025-03-21 12:02:11,7,531.88,3723.16,SHIPPED,PENDING
ORD00020943,CUST004336,PROD00316,WH008,2025-05-31 12:31:17,9,2592.11,23328.99,DELIVERED,PENDING
ORD00020944,CUST000574,PROD00311,WH005,2025-11-07 08:56:45,9,1537.48,13837.32,DELIVERED,PAID
ORD00020945,CUST008398,PROD00492,WH002,2025-11-28 02:16:45,5,3104.9,15524.5,DELIVERED,PAID
ORD00020946,CUST009782,PROD00234,WH009,2025-10-09 11:28:37,7,2158.78,15111.46,DELIVERED,PAID
ORD00020947,CUST009291,PROD00280,WH009,2025-11-28 20:52:47,3,1475.59,4426.77,DELIVERED,REFUNDED
ORD00020948,CUST002548,PROD00467,WH007,2025-03-23 02:11:18,7,1450.23,10151.61,DELIVERED,REFUNDED
ORD00020949,CUST003766,PROD00059,WH003,2025-03-03 00:12:12,5,1277.75,6388.75,DELIVERED,PAID
ORD00020950,CUST007197,PROD00456,WH004,2025-04-26 11:51:13,8,946.86,7574.88,DELIVERED,PAID
ORD00020951,CUST002058,PROD00079,WH008,2025-06-07 06:11:14,9,1460.54,13144.86,PROCESSING,PAID
ORD00020952,CUST003161,PROD00269,WH007,2025-09-03 10:36:00,7,164.01,1148.07,DELIVERED,REFUNDED
ORD00020953,CUST002622,PROD00342,WH007,2025-11-20 04:31:03,10,2022.49,20224.9,SHIPPED,PAID
ORD00020954,CUST000858,PROD00331,WH005,2025-02-09 07:57:52,8,1399.56,11196.48,SHIPPED,PAID
ORD00020955,CUST000611,PROD00413,WH008,2026-03-24 06:57:01,8,1451.62,11612.96,PROCESSING,REFUNDED
ORD00020956,CUST000052,PROD00184,WH007,2025-10-02 08:39:41,1,2022.31,2022.31,PROCESSING,PENDING
ORD00020957,CUST006890,PROD00321,WH006,2026-06-04 09:46:23,10,1408.03,14080.3,DELIVERED,PENDING
ORD00020958,CUST009943,PROD00407,WH003,2026-01-03 17:57:01,9,14.64,131.76,DELIVERED,PAID
ORD00020959,CUST001401,PROD00054,WH005,2025-08-23 02:12:38,7,1931.67,13521.69,DELIVERED,PAID
ORD00020960,CUST006936,PROD00055,WH004,2025-05-26 10:03:53,10,2608.55,26085.5,PROCESSING,REFUNDED
ORD00020961,CUST004036,PROD00045,WH009,2025-11-02 21:05:16,9,3286.26,29576.34,SHIPPED,PAID
ORD00020962,CUST007599,PROD00473,WH008,2025-07-02 12:04:14,4,861.16,3444.64,DELIVERED,PAID
ORD00020963,CUST009012,PROD00236,WH008,2025-08-02 22:44:34,7,1810.36,12672.52,DELIVERED,REFUNDED
ORD00020964,CUST003787,PROD00214,WH007,2025-12-30 04:32:05,4,1653.05,6612.2,DELIVERED,PAID
ORD00020965,CUST008183,PROD00483,WH008,2026-07-31 14:05:50,10,396.5,3965.0,CANCELLED,PAID
ORD00020966,CUST006066,PROD00282,WH005,2025-07-20 04:16:29,9,953.52,8581.68,DELIVERED,PAID
ORD00020967,CUST002239,PROD00478,WH010,2025-08-05 22:54:58,4,1721.72,6886.88,DELIVERED,REFUNDED
ORD00020968,CUST007995,PROD00466,WH004,2025-09-11 10:04:22,5,365.96,1829.8,PROCESSING,REFUNDED
ORD00020969,CUST009549,PROD00230,WH004,2026-02-08 20:01:15,9,426.93,3842.37,SHIPPED,REFUNDED
ORD00020970,CUST002682,PROD00075,WH010,2026-05-04 10:49:49,7,1999.13,13993.91,DELIVERED,REFUNDED
ORD00020971,CUST004251,PROD00154,WH005,2025-09-10 23:37:58,3,2277.33,6831.99,SHIPPED,PENDING
ORD00020972,CUST000860,PROD00124,WH001,2025-07-03 07:50:01,2,181.35,362.7,SHIPPED,PENDING
ORD00020973,CUST007494,PROD00431,WH007,2025-01-09 12:02:56,3,3074.1,9222.3,DELIVERED,PAID
ORD00020974,CUST000891,PROD00448,WH004,2025-07-03 22:34:27,6,1724.1,10344.6,PROCESSING,PAID
ORD00020975,CUST003583,PROD00416,WH010,2025-07-22 03:40:49,4,2776.71,11106.84,DELIVERED,PAID
ORD00020976,CUST009489,PROD00206,WH009,2025-05-22 19:57:31,10,820.8,8208.0,DELIVERED,PAID
ORD00020977,CUST001017,PROD00456,WH005,2025-05-26 16:32:09,3,946.86,2840.58,DELIVERED,PENDING
ORD00020978,CUST001116,PROD00222,WH006,2025-08-12 09:37:42,7,1824.59,12772.13,SHIPPED,PAID
ORD00020979,CUST002994,PROD00251,WH006,2025-12-06 11:57:41,10,1567.49,15674.9,DELIVERED,PAID
ORD00020980,CUST001072,PROD00033,WH007,2025-04-04 12:11:04,1,1594.49,1594.49,SHIPPED,PAID
ORD00020981,CUST002023,PROD00160,WH005,2025-05-30 13:56:35,1,984.02,984.02,DELIVERED,PAID
ORD00020982,CUST008659,PROD00232,WH008,2025-07-13 16:46:12,5,1433.06,7165.3,DELIVERED,PAID
ORD00020983,CUST003464,PROD00128,WH008,2025-06-25 13:42:44,5,828.88,4144.4,SHIPPED,PAID
ORD00020984,CUST000233,PROD00396,WH009,2026-01-19 16:46:44,8,1919.17,15353.36,SHIPPED,REFUNDED
ORD00020985,CUST003828,PROD00378,WH010,2025-10-26 04:16:21,6,2469.84,14819.04,DELIVERED,PENDING
ORD00020986,CUST000813,PROD00005,WH002,2025-03-23 17:25:55,9,911.4,8202.6,DELIVERED,PAID
ORD00020987,CUST000922,PROD00376,WH003,2025-01-09 20:52:38,8,716.64,5733.12,PLACED,PAID
ORD00020988,CUST003953,PROD00111,WH003,2025-03-22 00:10:01,8,2893.51,23148.08,DELIVERED,PAID
ORD00020989,CUST004056,PROD00280,WH007,2026-01-13 06:40:40,8,1475.59,11804.72,DELIVERED,PENDING
ORD00020990,CUST008844,PROD00443,WH007,2025-10-08 19:29:25,10,1713.14,17131.4,DELIVERED,PENDING
ORD00020991,CUST000805,PROD00109,WH007,2025-06-09 22:20:03,7,507.76,3554.32,DELIVERED,PAID
ORD00020992,CUST006591,PROD00002,WH004,2025-04-26 00:52:22,10,528.33,5283.3,CANCELLED,REFUNDED
ORD00020993,CUST009562,PROD00292,WH009,2025-01-21 08:54:42,3,1685.83,5057.49,PLACED,PENDING
ORD00020994,CUST009680,PROD00033,WH010,2025-02-22 08:00:16,4,1594.49,6377.96,PROCESSING,PENDING
ORD00020995,CUST004096,PROD00330,WH010,2026-02-01 20:35:44,7,2707.27,18950.89,DELIVERED,PAID
ORD00020996,CUST001863,PROD00410,WH003,2026-07-17 06:19:41,8,1047.68,8381.44,SHIPPED,PAID
ORD00020997,CUST007027,PROD00078,WH001,2026-02-05 09:13:07,9,138.92,1250.28,DELIVERED,PENDING
ORD00020998,CUST008299,PROD00089,WH007,2025-08-02 10:13:32,5,2882.34,14411.7,DELIVERED,PAID
ORD00020999,CUST007738,PROD00495,WH008,2025-10-11 10:55:45,5,1380.89,6904.45,CANCELLED,PENDING
ORD00021000,CUST008467,PROD00418,WH007,2026-04-07 10:08:53,4,1939.08,7756.32,DELIVERED,REFUNDED
ORD00021001,CUST002973,PROD00153,WH007,2026-05-02 09:46:58,7,1729.77,12108.39,SHIPPED,PENDING
ORD00021002,CUST003251,PROD00062,WH006,2025-02-28 00:32:15,2,696.02,1392.04,SHIPPED,PAID
ORD00021003,CUST006865,PROD00330,WH008,2025-08-24 21:31:59,9,2707.27,24365.43,DELIVERED,PAID
ORD00021004,CUST009253,PROD00151,WH007,2025-07-06 21:50:15,7,217.77,1524.39,DELIVERED,PAID
ORD00021005,CUST003364,PROD00210,WH005,2025-11-06 07:02:30,4,1159.84,4639.36,DELIVERED,REFUNDED
ORD00021006,CUST006172,PROD00242,WH005,2025-06-20 23:01:30,4,511.43,2045.72,DELIVERED,REFUNDED
ORD00021007,CUST008686,PROD00214,WH006,2025-12-02 22:44:29,6,1653.05,9918.3,DELIVERED,PAID
ORD00021008,CUST002828,PROD00476,WH005,2026-06-18 06:01:05,4,6.21,24.84,DELIVERED,REFUNDED
ORD00021009,CUST007154,PROD00326,WH008,2025-11-14 04:41:17,1,2349.47,2349.47,DELIVERED,PAID
ORD00021010,CUST009449,PROD00401,WH007,2025-03-29 19:32:36,7,1266.54,8865.78,DELIVERED,REFUNDED
ORD00021011,CUST001051,PROD00043,WH004,2025-06-11 05:40:24,2,1683.49,3366.98,DELIVERED,PENDING
ORD00021012,CUST009639,PROD00173,WH007,2025-07-14 05:48:54,9,2427.38,21846.42,DELIVERED,PAID
ORD00021013,CUST000870,PROD00102,WH002,2026-07-06 00:21:50,9,551.06,4959.54,SHIPPED,PAID
ORD00021014,CUST001557,PROD00313,WH006,2025-11-17 08:02:45,4,950.84,3803.36,SHIPPED,PENDING
ORD00021015,CUST003599,PROD00323,WH007,2025-01-24 15:33:13,8,272.4,2179.2,DELIVERED,PAID
ORD00021016,CUST002898,PROD00488,WH006,2026-03-05 12:07:16,3,623.63,1870.89,CANCELLED,PAID
ORD00021017,CUST009648,PROD00072,WH005,2026-02-07 04:21:10,4,1972.36,7889.44,DELIVERED,REFUNDED
ORD00021018,CUST001449,PROD00443,WH003,2026-02-19 07:01:09,10,1713.14,17131.4,DELIVERED,PENDING
ORD00021019,CUST000152,PROD00092,WH002,2025-06-13 09:35:37,10,1118.23,11182.3,PLACED,REFUNDED
ORD00021020,CUST003800,PROD00257,WH003,2026-06-26 06:49:00,7,822.24,5755.68,DELIVERED,PENDING
ORD00021021,CUST002272,PROD00150,WH010,2026-07-31 13:28:20,9,1260.18,11341.62,DELIVERED,REFUNDED
ORD00021022,CUST000756,PROD00355,WH009,2026-02-01 04:59:00,1,2514.4,2514.4,SHIPPED,REFUNDED
ORD00021023,CUST008198,PROD00368,WH010,2025-08-28 00:57:30,4,1431.69,5726.76,DELIVERED,PAID
ORD00021024,CUST000565,PROD00441,WH010,2026-02-25 15:13:59,2,1157.02,2314.04,SHIPPED,PENDING
ORD00021025,CUST000298,PROD00307,WH001,2026-06-09 02:49:02,9,1288.41,11595.69,SHIPPED,PAID
ORD00021026,CUST005586,PROD00111,WH001,2026-07-22 06:30:26,3,2893.51,8680.53,DELIVERED,PAID
ORD00021027,CUST006542,PROD00259,WH005,2025-11-25 12:49:59,4,3255.39,13021.56,DELIVERED,PAID
ORD00021028,CUST007040,PROD00025,WH010,2026-01-16 10:15:31,1,2218.35,2218.35,SHIPPED,REFUNDED
ORD00021029,CUST007154,PROD00305,WH001,2025-01-19 15:43:06,7,515.0,3605.0,DELIVERED,PAID
ORD00021030,CUST000305,PROD00487,WH007,2025-06-15 15:27:56,7,2275.94,15931.58,SHIPPED,PAID
ORD00021031,CUST006202,PROD00481,WH010,2025-07-24 04:13:26,5,1506.66,7533.3,PROCESSING,PAID
ORD00021032,CUST000618,PROD00230,WH002,2025-12-29 13:49:30,4,426.93,1707.72,DELIVERED,REFUNDED
ORD00021033,CUST006317,PROD00479,WH006,2025-01-31 14:31:42,3,1907.74,5723.22,DELIVERED,PENDING
ORD00021034,CUST000682,PROD00220,WH008,2026-06-23 00:10:30,10,1691.32,16913.2,DELIVERED,PAID
ORD00021035,CUST009233,PROD00357,WH007,2025-01-22 22:25:11,3,1166.15,3498.45,DELIVERED,REFUNDED
ORD00021036,CUST007407,PROD00394,WH008,2026-04-17 19:51:07,2,2060.97,4121.94,SHIPPED,PAID
ORD00021037,CUST008193,PROD00034,WH010,2026-02-11 03:40:41,9,338.54,3046.86,SHIPPED,PAID
ORD00021038,CUST003207,PROD00117,WH003,2026-06-08 14:53:39,3,162.67,488.01,DELIVERED,PAID
ORD00021039,CUST007856,PROD00351,WH010,2026-05-16 00:35:15,9,1597.09,14373.81,PLACED,REFUNDED
ORD00021040,CUST005954,PROD00048,WH001,2025-03-01 13:38:46,7,64.53,451.71,DELIVERED,PAID
ORD00021041,CUST004341,PROD00031,WH006,2026-02-24 19:05:48,6,2189.97,13139.82,DELIVERED,PAID
ORD00021042,CUST001422,PROD00248,WH005,2025-02-13 11:41:39,6,171.1,1026.6,DELIVERED,REFUNDED
ORD00021043,CUST008677,PROD00467,WH009,2026-04-08 11:23:49,3,1450.23,4350.69,DELIVERED,PAID
ORD00021044,CUST005005,PROD00094,WH006,2025-11-02 22:44:54,1,2010.73,2010.73,PLACED,PAID
ORD00021045,CUST006643,PROD00444,WH006,2025-05-12 13:16:51,4,2659.28,10637.12,SHIPPED,REFUNDED
ORD00021046,CUST002024,PROD00288,WH005,2026-04-27 09:22:08,9,2126.51,19138.59,DELIVERED,PENDING
ORD00021047,CUST005249,PROD00161,WH009,2025-02-20 11:32:47,8,2416.86,19334.88,DELIVERED,PAID
ORD00021048,CUST004114,PROD00478,WH002,2026-01-14 08:18:09,2,1721.72,3443.44,DELIVERED,PAID
ORD00021049,CUST006397,PROD00186,WH002,2026-07-04 06:31:36,4,2528.95,10115.8,PROCESSING,PAID
ORD00021050,CUST002151,PROD00438,WH006,2026-03-20 15:38:52,5,2098.34,10491.7,DELIVERED,PAID
ORD00021051,CUST002977,PROD00192,WH010,2026-03-22 18:43:45,7,1000.91,7006.37,SHIPPED,REFUNDED
ORD00021052,CUST008186,PROD00167,WH010,2025-08-08 19:11:21,3,937.53,2812.59,DELIVERED,PAID
ORD00021053,CUST001633,PROD00478,WH009,2025-01-14 23:04:16,9,1721.72,15495.48,PROCESSING,PAID
ORD00021054,CUST001882,PROD00057,WH010,2025-01-01 03:32:14,10,2251.64,22516.4,DELIVERED,PAID
ORD00021055,CUST002996,PROD00128,WH007,2025-09-08 10:45:49,6,828.88,4973.28,DELIVERED,PAID
ORD00021056,CUST006508,PROD00451,WH007,2026-06-05 23:20:14,6,1596.78,9580.68,DELIVERED,PAID
ORD00021057,CUST002238,PROD00301,WH009,2026-01-08 21:54:15,1,1147.09,1147.09,DELIVERED,PAID
ORD00021058,CUST004831,PROD00160,WH001,2025-01-03 21:45:56,10,984.02,9840.2,CANCELLED,PAID
ORD00021059,CUST008276,PROD00426,WH008,2026-01-14 06:49:09,9,2172.12,19549.08,DELIVERED,PAID
ORD00021060,CUST006367,PROD00303,WH007,2025-05-16 05:50:59,4,1326.82,5307.28,DELIVERED,REFUNDED
ORD00021061,CUST006300,PROD00334,WH007,2025-05-18 00:45:29,9,842.89,7586.01,PLACED,PAID
ORD00021062,CUST006898,PROD00313,WH010,2025-03-07 02:35:09,10,950.84,9508.4,DELIVERED,PAID
ORD00021063,CUST009763,PROD00264,WH006,2025-09-01 01:42:36,5,1153.96,5769.8,DELIVERED,PAID
ORD00021064,CUST008877,PROD00389,WH005,2025-06-08 21:19:19,2,508.86,1017.72,SHIPPED,PAID
ORD00021065,CUST003396,PROD00165,WH006,2025-09-27 23:33:31,7,1201.31,8409.17,PLACED,REFUNDED
ORD00021066,CUST001537,PROD00279,WH005,2026-07-05 07:01:37,8,2226.63,17813.04,DELIVERED,PAID
ORD00021067,CUST000768,PROD00494,WH009,2025-02-01 16:56:46,7,789.88,5529.16,DELIVERED,REFUNDED
ORD00021068,CUST005833,PROD00154,WH007,2026-07-04 20:07:43,8,2277.33,18218.64,DELIVERED,PAID
ORD00021069,CUST008331,PROD00377,WH007,2025-03-05 15:09:20,10,2242.53,22425.3,DELIVERED,PENDING
ORD00021070,CUST009240,PROD00013,WH008,2025-04-01 11:52:42,10,1301.41,13014.1,PROCESSING,PAID
ORD00021071,CUST005619,PROD00254,WH004,2026-06-26 11:00:01,4,387.41,1549.64,DELIVERED,PAID
ORD00021072,CUST006488,PROD00399,WH006,2025-10-21 06:47:37,7,34.57,241.99,DELIVERED,PAID
ORD00021073,CUST001791,PROD00412,WH005,2026-01-12 10:47:21,4,2937.21,11748.84,DELIVERED,PAID
ORD00021074,CUST005218,PROD00378,WH005,2025-04-02 14:35:37,4,2469.84,9879.36,DELIVERED,PAID
ORD00021075,CUST003428,PROD00142,WH004,2025-10-14 15:30:08,2,1688.43,3376.86,DELIVERED,PAID
ORD00021076,CUST004641,PROD00156,WH002,2025-11-22 21:00:21,2,168.76,337.52,DELIVERED,REFUNDED
ORD00021077,CUST000828,PROD00393,WH005,2025-01-30 04:07:47,6,2205.39,13232.34,PROCESSING,PENDING
ORD00021078,CUST003288,PROD00383,WH008,2026-05-20 09:52:33,3,901.61,2704.83,SHIPPED,PENDING
ORD00021079,CUST001337,PROD00045,WH008,2026-01-31 00:58:34,3,3286.26,9858.78,DELIVERED,PENDING
ORD00021080,CUST008609,PROD00291,WH007,2025-05-15 21:52:18,8,535.77,4286.16,DELIVERED,PAID
ORD00021081,CUST000121,PROD00328,WH004,2025-10-02 01:38:29,2,749.4,1498.8,DELIVERED,PAID
ORD00021082,CUST009002,PROD00048,WH005,2025-10-27 17:22:41,8,64.53,516.24,PLACED,REFUNDED
ORD00021083,CUST003398,PROD00377,WH001,2026-05-30 03:20:55,7,2242.53,15697.71,DELIVERED,PAID
ORD00021084,CUST007677,PROD00471,WH006,2025-11-06 19:04:42,8,1512.11,12096.88,SHIPPED,PAID
ORD00021085,CUST009219,PROD00170,WH002,2025-04-24 15:35:54,10,1894.73,18947.3,PLACED,REFUNDED
ORD00021086,CUST002744,PROD00146,WH010,2026-01-26 15:16:05,10,1873.71,18737.1,DELIVERED,REFUNDED
ORD00021087,CUST006545,PROD00426,WH002,2026-01-25 20:36:01,8,2172.12,17376.96,DELIVERED,PAID
ORD00021088,CUST001345,PROD00351,WH008,2026-01-05 08:13:07,3,1597.09,4791.27,DELIVERED,PAID
ORD00021089,CUST004112,PROD00259,WH002,2026-04-22 01:32:24,6,3255.39,19532.34,SHIPPED,PAID
ORD00021090,CUST000084,PROD00047,WH005,2026-07-08 17:49:12,4,1163.81,4655.24,DELIVERED,PAID
ORD00021091,CUST001009,PROD00213,WH009,2025-11-30 04:13:13,6,108.2,649.2,SHIPPED,PAID
ORD00021092,CUST004603,PROD00193,WH006,2025-06-08 06:57:00,5,2537.82,12689.1,DELIVERED,PAID
ORD00021093,CUST009168,PROD00043,WH007,2025-03-11 11:19:06,5,1683.49,8417.45,DELIVERED,PAID
ORD00021094,CUST008605,PROD00074,WH002,2025-12-14 09:30:32,5,546.13,2730.65,DELIVERED,PAID
ORD00021095,CUST005609,PROD00500,WH003,2025-11-02 11:18:38,4,2819.51,11278.04,DELIVERED,PAID
ORD00021096,CUST001998,PROD00432,WH009,2025-01-06 00:19:36,9,688.8,6199.2,DELIVERED,PAID
ORD00021097,CUST008468,PROD00072,WH004,2026-02-27 12:46:35,3,1972.36,5917.08,DELIVERED,PENDING
ORD00021098,CUST003769,PROD00048,WH010,2025-08-25 13:47:20,10,64.53,645.3,DELIVERED,PAID
ORD00021099,CUST006236,PROD00471,WH007,2026-02-26 09:53:16,10,1512.11,15121.1,PROCESSING,PAID
ORD00021100,CUST004017,PROD00135,WH010,2025-12-26 21:23:46,7,2604.35,18230.45,PROCESSING,PAID
ORD00021101,CUST009405,PROD00465,WH001,2025-12-29 09:43:08,5,510.55,2552.75,DELIVERED,REFUNDED
ORD00021102,CUST000456,PROD00012,WH010,2026-05-07 21:59:26,2,553.13,1106.26,DELIVERED,PAID
ORD00021103,CUST005488,PROD00249,WH008,2025-09-12 13:25:18,10,1311.34,13113.4,DELIVERED,PAID
ORD00021104,CUST002316,PROD00100,WH001,2026-03-14 18:39:26,9,1816.39,16347.51,DELIVERED,PENDING
ORD00021105,CUST000022,PROD00089,WH008,2025-08-15 00:05:18,6,2882.34,17294.04,DELIVERED,PAID
ORD00021106,CUST005170,PROD00149,WH005,2025-04-20 23:11:18,8,1390.87,11126.96,DELIVERED,PAID
ORD00021107,CUST003190,PROD00057,WH009,2025-01-28 08:49:39,6,2251.64,13509.84,PROCESSING,PAID
ORD00021108,CUST009593,PROD00011,WH005,2025-11-02 22:13:33,8,3261.5,26092.0,PLACED,PENDING
ORD00021109,CUST002415,PROD00267,WH010,2025-12-15 21:06:07,8,1453.35,11626.8,SHIPPED,PENDING
ORD00021110,CUST006563,PROD00303,WH003,2026-07-13 05:50:11,7,1326.82,9287.74,DELIVERED,PAID
ORD00021111,CUST002036,PROD00256,WH008,2025-10-17 20:33:09,10,1020.74,10207.4,CANCELLED,PENDING
ORD00021112,CUST006395,PROD00058,WH002,2026-07-31 12:51:28,7,1318.25,9227.75,DELIVERED,PENDING
ORD00021113,CUST002845,PROD00165,WH004,2026-02-15 21:16:30,2,1201.31,2402.62,SHIPPED,PAID
ORD00021114,CUST009406,PROD00373,WH004,2025-01-31 09:19:49,2,1576.91,3153.82,DELIVERED,PENDING
ORD00021115,CUST009224,PROD00499,WH009,2026-05-02 17:50:22,6,645.32,3871.92,DELIVERED,PAID
ORD00021116,CUST000949,PROD00150,WH009,2025-02-16 19:04:26,3,1260.18,3780.54,DELIVERED,REFUNDED
ORD00021117,CUST008403,PROD00493,WH002,2026-04-22 11:33:26,8,115.97,927.76,DELIVERED,REFUNDED
ORD00021118,CUST008673,PROD00486,WH006,2026-01-24 10:22:59,10,977.44,9774.4,SHIPPED,PAID
ORD00021119,CUST003080,PROD00149,WH010,2025-12-05 07:21:10,1,1390.87,1390.87,SHIPPED,PENDING
ORD00021120,CUST007598,PROD00447,WH004,2025-08-15 11:50:45,7,1899.81,13298.67,DELIVERED,PAID
ORD00021121,CUST009140,PROD00166,WH002,2025-02-26 01:06:42,4,358.42,1433.68,DELIVERED,PAID
ORD00021122,CUST005783,PROD00055,WH005,2025-05-01 20:01:46,7,2608.55,18259.85,DELIVERED,PAID
ORD00021123,CUST001246,PROD00382,WH007,2026-07-28 08:03:48,5,2534.98,12674.9,DELIVERED,PAID
ORD00021124,CUST006755,PROD00275,WH003,2026-03-09 00:44:10,4,27.03,108.12,DELIVERED,PENDING
ORD00021125,CUST001446,PROD00113,WH006,2026-07-25 16:53:30,10,500.27,5002.7,DELIVERED,REFUNDED
ORD00021126,CUST001978,PROD00414,WH007,2026-07-04 09:03:29,8,2990.91,23927.28,DELIVERED,REFUNDED
ORD00021127,CUST000213,PROD00059,WH008,2025-02-01 11:28:10,3,1277.75,3833.25,DELIVERED,PAID
ORD00021128,CUST002817,PROD00152,WH003,2026-05-31 12:27:15,1,1629.53,1629.53,DELIVERED,PAID
ORD00021129,CUST009687,PROD00109,WH003,2025-10-22 14:00:53,10,507.76,5077.6,DELIVERED,PENDING
ORD00021130,CUST007211,PROD00308,WH006,2025-03-17 23:57:08,10,297.13,2971.3,PLACED,REFUNDED
ORD00021131,CUST003811,PROD00017,WH006,2026-02-22 08:08:23,2,2205.13,4410.26,DELIVERED,PAID
ORD00021132,CUST008900,PROD00245,WH001,2025-06-10 09:26:42,2,1432.7,2865.4,DELIVERED,PAID
ORD00021133,CUST002499,PROD00212,WH010,2026-04-16 02:50:37,10,25.04,250.4,DELIVERED,PAID
ORD00021134,CUST002766,PROD00206,WH005,2025-12-15 20:30:15,3,820.8,2462.4,DELIVERED,PAID
ORD00021135,CUST000938,PROD00466,WH010,2025-01-29 00:04:51,3,365.96,1097.88,DELIVERED,PAID
ORD00021136,CUST008981,PROD00315,WH009,2025-07-25 17:13:47,2,1636.8,3273.6,DELIVERED,PAID
ORD00021137,CUST004664,PROD00495,WH006,2025-08-08 01:30:16,9,1380.89,12428.01,DELIVERED,REFUNDED
ORD00021138,CUST001738,PROD00393,WH002,2025-04-13 17:03:35,3,2205.39,6616.17,SHIPPED,PAID
ORD00021139,CUST006497,PROD00454,WH004,2025-09-08 17:48:39,2,1891.88,3783.76,DELIVERED,PENDING
ORD00021140,CUST002271,PROD00082,WH005,2026-06-18 09:09:37,3,1021.28,3063.84,DELIVERED,PAID
ORD00021141,CUST003963,PROD00059,WH005,2025-05-20 06:15:17,1,1277.75,1277.75,DELIVERED,PAID
ORD00021142,CUST004271,PROD00230,WH009,2025-11-10 10:12:18,10,426.93,4269.3,PROCESSING,PAID
ORD00021143,CUST006443,PROD00411,WH009,2025-11-16 09:30:19,5,208.15,1040.75,DELIVERED,REFUNDED
ORD00021144,CUST001882,PROD00006,WH006,2026-05-02 19:33:50,7,1061.4,7429.8,SHIPPED,REFUNDED
ORD00021145,CUST008545,PROD00496,WH009,2026-02-22 02:53:49,1,700.63,700.63,PROCESSING,PAID
ORD00021146,CUST001041,PROD00175,WH005,2026-03-31 12:14:41,7,205.58,1439.06,PROCESSING,PAID
ORD00021147,CUST003328,PROD00380,WH009,2026-05-07 18:29:49,8,1074.94,8599.52,PLACED,PENDING
ORD00021148,CUST004852,PROD00071,WH009,2026-06-17 03:52:21,3,1600.21,4800.63,SHIPPED,PAID
ORD00021149,CUST003407,PROD00154,WH005,2025-12-03 17:02:17,9,2277.33,20495.97,SHIPPED,PAID
ORD00021150,CUST003083,PROD00107,WH007,2025-03-25 12:59:36,9,1829.8,16468.2,DELIVERED,PENDING
ORD00021151,CUST005094,PROD00281,WH002,2026-07-06 22:32:28,1,3482.79,3482.79,DELIVERED,PAID
ORD00021152,CUST002516,PROD00404,WH009,2025-10-21 02:43:12,2,2846.95,5693.9,DELIVERED,PENDING
ORD00021153,CUST006581,PROD00476,WH010,2025-05-27 03:47:46,5,6.21,31.05,DELIVERED,PENDING
ORD00021154,CUST001176,PROD00073,WH004,2025-09-28 22:45:01,5,2404.09,12020.45,SHIPPED,REFUNDED
ORD00021155,CUST008664,PROD00307,WH001,2025-06-07 17:55:34,9,1288.41,11595.69,SHIPPED,REFUNDED
ORD00021156,CUST000542,PROD00406,WH002,2025-10-16 23:32:03,6,543.44,3260.64,DELIVERED,PAID
ORD00021157,CUST004627,PROD00142,WH001,2025-02-15 02:30:38,8,1688.43,13507.44,PROCESSING,REFUNDED
ORD00021158,CUST001758,PROD00091,WH003,2026-08-01 18:06:22,6,773.73,4642.38,SHIPPED,PAID
ORD00021159,CUST001769,PROD00151,WH005,2025-12-08 03:43:02,4,217.77,871.08,SHIPPED,PAID
ORD00021160,CUST005336,PROD00345,WH002,2025-02-20 16:05:42,3,2016.13,6048.39,SHIPPED,PAID
ORD00021161,CUST003366,PROD00103,WH006,2026-01-11 12:57:26,6,2594.27,15565.62,SHIPPED,PAID
ORD00021162,CUST003063,PROD00120,WH001,2025-04-08 16:28:46,3,2919.53,8758.59,DELIVERED,PAID
ORD00021163,CUST009849,PROD00339,WH003,2025-09-20 08:44:56,2,497.36,994.72,SHIPPED,PAID
ORD00021164,CUST002253,PROD00111,WH008,2025-04-09 08:51:25,6,2893.51,17361.06,PROCESSING,REFUNDED
ORD00021165,CUST002323,PROD00323,WH007,2025-06-27 01:33:01,8,272.4,2179.2,SHIPPED,PENDING
ORD00021166,CUST009675,PROD00162,WH004,2025-05-16 05:45:14,1,363.35,363.35,DELIVERED,PAID
ORD00021167,CUST004151,PROD00450,WH009,2026-07-15 03:04:35,5,1326.32,6631.6,DELIVERED,PAID
ORD00021168,CUST006098,PROD00381,WH002,2025-09-04 19:24:31,10,1987.04,19870.4,CANCELLED,PAID
ORD00021169,CUST001754,PROD00076,WH009,2025-06-10 07:39:49,7,1450.63,10154.41,DELIVERED,PAID
ORD00021170,CUST007528,PROD00170,WH009,2026-06-05 08:28:28,10,1894.73,18947.3,DELIVERED,PENDING
ORD00021171,CUST001169,PROD00389,WH008,2026-06-15 20:45:39,9,508.86,4579.74,DELIVERED,PAID
ORD00021172,CUST007749,PROD00131,WH010,2025-12-09 07:50:04,4,2944.74,11778.96,SHIPPED,PENDING
ORD00021173,CUST009043,PROD00186,WH006,2026-07-02 02:48:30,2,2528.95,5057.9,DELIVERED,REFUNDED
ORD00021174,CUST009284,PROD00180,WH003,2025-05-07 07:51:09,4,2723.29,10893.16,PROCESSING,PAID
